Id,Label
Q96JE9,Protein
Q6ZW31,Protein
Q6NVV0,Protein
A6NCL2,Protein
P15374,Protein
Q5JTZ9,Protein
Q9Y6R9,Protein
F2Z398,Protein
Q9Y4F9,Protein
A8MVZ5,Protein
Q9BZE0,Protein
P0DMQ5,Protein
O00526,Protein
Q8IYT4,Protein
Q8NB49,Protein
Q9NQ75,Protein
Q96L15,Protein
Q9HD89,Protein
Q02641,Protein
P30279,Protein
P51684,Protein
Q68D10,Protein
P0DN77,Protein
Q8NGR6,Protein
P29460,Protein
P31040,Protein
Q9Y5Q3,Protein
Q8TAK5,Protein
Q9NYB0,Protein
O15254,Protein
Q8N8U9,Protein
Q2KHM9,Protein
Q8IUR6,Protein
P78406,Protein
P60321,Protein
Q8N4L2,Protein
Q9UL54,Protein
P78536,Protein
Q5T230,Protein
Q8N5I4,Protein
O60749,Protein
Q9GZX7,Protein
P43007,Protein
Q12894,Protein
O60318,Protein
Q5VVP1,Protein
Q86Z14,Protein
Q58EX2,Protein
Q6JVE6,Protein
P42224,Protein
Q8TDH9,Protein
Q9H3T3,Protein
P49746,Protein
Q9HCB6,Protein
Q6P2M8,Protein
Q8WX94,Protein
Q8N4G2,Protein
A8K5M9,Protein
Q63ZY6,Protein
O60907,Protein
P59037,Protein
Q2Q1W2,Protein
Q7Z7L1,Protein
Q8WTP8,Protein
Q86Y25,Protein
Q8IWF2,Protein
Q9UHU1,Protein
Q9H320,Protein
Q96M60,Protein
Q6P1R3,Protein
P51149,Protein
O75380,Protein
Q8TE59,Protein
Q6UXX5,Protein
Q5SXM8,Protein
A0A075B6P5,Protein
P01860,Protein
P0C7Q2,Protein
Q9NX94,Protein
Q5T0Z8,Protein
Q2KJY2,Protein
P78329,Protein
Q9BW71,Protein
A8MTL9,Protein
Q9H2K0,Protein
P0DPF7,Protein
P55344,Protein
Q16690,Protein
Q9GZQ3,Protein
O14579,Protein
Q9Y5H3,Protein
Q9UHM6,Protein
P09923,Protein
Q9P2A4,Protein
Q6UXY1,Protein
Q05048,Protein
Q8WXI7,Protein
Q9UMR5,Protein
Q32MZ4,Protein
P23435,Protein
Q7L0R7,Protein
O14920,Protein
O60262,Protein
P00738,Protein
A0A1B0GUV7,Protein
Q5JS54,Protein
Q9UKH3,Protein
Q8N1X5,Protein
Q1XH10,Protein
P55157,Protein
P47211,Protein
Q9P2S6,Protein
P59826,Protein
Q5UIP0,Protein
P49795,Protein
Q9NPC2,Protein
Q6MZM0,Protein
P09917,Protein
P53701,Protein
Q9ULV0,Protein
Q6ZWK4,Protein
Q86T90,Protein
P13671,Protein
Q9ULM0,Protein
Q9H0W9,Protein
Q14684,Protein
Q8NHU6,Protein
Q8N4C8,Protein
Q4U2R6,Protein
P49796,Protein
Q9BZQ8,Protein
O75356,Protein
Q9NY30,Protein
O14618,Protein
Q969H6,Protein
Q7Z2Q7,Protein
A0A1B0GTR0,Protein
Q8IZL8,Protein
Q92617,Protein
P84101,Protein
Q7Z6G8,Protein
Q5T0B9,Protein
Q0VDG4,Protein
Q7Z4P5,Protein
A8MTL0,Protein
Q86W56,Protein
P25929,Protein
Q9UKW4,Protein
Q86WV6,Protein
Q96PV7,Protein
Q5FWF6,Protein
P31645,Protein
Q9Y2S7,Protein
Q9UKY0,Protein
Q9HBW1,Protein
Q8NEG7,Protein
P15531,Protein
P51671,Protein
Q16827,Protein
B6A8C7,Protein
Q3I5F7,Protein
Q13972,Protein
Q9Y219,Protein
Q96IY1,Protein
O95460,Protein
Q8IUH8,Protein
O75821,Protein
Q06609,Protein
Q8NGF1,Protein
A1L020,Protein
P34995,Protein
P11166,Protein
Q9UIG4,Protein
Q99471,Protein
Q93098,Protein
Q8IYU8,Protein
Q96QS3,Protein
Q12849,Protein
Q9Y4C5,Protein
A0A1W2PQL4,Protein
Q8TAF3,Protein
Q12797,Protein
Q8WXH4,Protein
Q9H3M9,Protein
P84996,Protein
Q9Y5E5,Protein
Q3LI76,Protein
Q9H091,Protein
Q15434,Protein
Q13563,Protein
P03923,Protein
O95785,Protein
Q13474,Protein
Q8NCR6,Protein
Q9NXE4,Protein
A8MWA6,Protein
O95047,Protein
Q14667,Protein
Q8TDY8,Protein
P53778,Protein
Q5VTQ0,Protein
Q5TC82,Protein
Q0VG06,Protein
Q9ULJ1,Protein
Q969P6,Protein
P30047,Protein
P33032,Protein
O75676,Protein
Q9UMR7,Protein
Q12986,Protein
Q8NHM4,Protein
Q7Z4S9,Protein
O60931,Protein
Q9NYC9,Protein
Q9NW68,Protein
Q96P65,Protein
P01566,Protein
Q9Y5H9,Protein
P26012,Protein
Q5VXU9,Protein
Q9Y6D6,Protein
Q9P0G3,Protein
Q701N4,Protein
P07204,Protein
Q14183,Protein
P21549,Protein
Q53H96,Protein
Q8WZ42,Protein
Q6IN85,Protein
Q14332,Protein
Q9BV68,Protein
Q9H0T7,Protein
Q9BTY7,Protein
P01111,Protein
P50583,Protein
P03905,Protein
Q14CX7,Protein
O95985,Protein
Q8NF86,Protein
Q9NTI2,Protein
Q6PIL6,Protein
Q9BS26,Protein
Q9NV70,Protein
Q8WXI9,Protein
B9A6J9,Protein
Q96BJ3,Protein
Q12864,Protein
Q9UL40,Protein
Q8WZA0,Protein
Q14993,Protein
Q86V40,Protein
Q96IK1,Protein
A0A0A0MS02,Protein
Q2TBF2,Protein
O43913,Protein
Q5SRI9,Protein
P0DM35,Protein
Q96T17,Protein
Q9BSJ5,Protein
Q5SW79,Protein
P31146,Protein
Q9NRC6,Protein
Q8IXI2,Protein
Q99757,Protein
A6NNL0,Protein
Q7L945,Protein
Q9NVH2,Protein
Q14192,Protein
Q96DT0,Protein
Q8NEL9,Protein
Q86WB7,Protein
Q9UKQ9,Protein
Q9P2U7,Protein
A2RUB6,Protein
O15020,Protein
Q9Y5Q6,Protein
Q86UW7,Protein
Q8NHV1,Protein
P19883,Protein
Q8N6G6,Protein
Q9UJW0,Protein
H0Y354,Protein
Q92698,Protein
Q96RD0,Protein
O43837,Protein
Q2VPK5,Protein
Q9UIB8,Protein
Q9UNK4,Protein
Q08209,Protein
O15205,Protein
Q8NGA0,Protein
Q9BSK1,Protein
A6NFX1,Protein
P26358,Protein
Q6A1A2,Protein
Q96J42,Protein
Q86V35,Protein
O75154,Protein
P60411,Protein
Q562R1,Protein
O14921,Protein
Q14390,Protein
Q9BQP9,Protein
I3L0S3,Protein
Q9H3L0,Protein
Q8N9I5,Protein
Q6ZMT9,Protein
Q9H210,Protein
P25021,Protein
Q8TDI0,Protein
O43148,Protein
Q5VW00,Protein
Q8NH93,Protein
Q9H3S7,Protein
O43310,Protein
Q68D85,Protein
Q8WXF1,Protein
A6NH13,Protein
P02765,Protein
Q16676,Protein
P55283,Protein
Q6P1X6,Protein
Q9P1W3,Protein
Q9NX65,Protein
Q96P64,Protein
Q96GA7,Protein
O60258,Protein
Q96ST2,Protein
Q9Y6H6,Protein
Q9HCN4,Protein
Q9NXK6,Protein
Q8NGG7,Protein
P16870,Protein
A0A0B4J1V1,Protein
A0A1B0GVV1,Protein
Q9Y2Q3,Protein
Q9NYW4,Protein
O95156,Protein
Q7RTP0,Protein
Q14532,Protein
P58012,Protein
A0A0B4J238,Protein
Q9UPN9,Protein
O00292,Protein
Q9NYJ1,Protein
P29322,Protein
P16220,Protein
P46597,Protein
O00505,Protein
Q96Q11,Protein
Q5QJU3,Protein
Q9H6Y5,Protein
Q8NBL3,Protein
Q9Y2T4,Protein
Q9BQF6,Protein
Q96D59,Protein
Q96RQ1,Protein
Q9UND3,Protein
Q9BZM1,Protein
O15155,Protein
Q9NWW5,Protein
P55318,Protein
Q9H8Y5,Protein
A0A0K0K1A3,Protein
Q9BR46,Protein
Q8IZE3,Protein
P49914,Protein
Q9NYW3,Protein
P55011,Protein
Q96N64,Protein
Q8WTR4,Protein
Q7Z412,Protein
Q9HAT8,Protein
P0DP08,Protein
P31350,Protein
Q9NVL1,Protein
Q9BZE4,Protein
A0A075B700,Protein
Q9UGY1,Protein
Q8N309,Protein
Q96N03,Protein
Q8N1W2,Protein
Q3ZCN5,Protein
A0A0U1RRE5,Protein
A0A087WVF3,Protein
P42702,Protein
P0DMU9,Protein
P45984,Protein
P0DV74,Protein
Q13491,Protein
Q96F81,Protein
P41181,Protein
P30153,Protein
O75792,Protein
Q6XPR3,Protein
Q9BRS8,Protein
Q6PF06,Protein
Q96EL3,Protein
P14653,Protein
P45877,Protein
P13051,Protein
Q8N6T0,Protein
L0R8F8,Protein
B8ZZ34,Protein
Q1HG43,Protein
Q08ET2,Protein
Q15738,Protein
Q5VSR9,Protein
P26378,Protein
P12757,Protein
Q8TC76,Protein
A0A075B6H9,Protein
Q6ZPD8,Protein
O14513,Protein
Q9Y5J3,Protein
P51512,Protein
Q8WVZ1,Protein
Q96ME7,Protein
B2RXH4,Protein
O43149,Protein
Q9NRN5,Protein
Q0D2K2,Protein
Q8NEE6,Protein
P46778,Protein
O60941,Protein
Q8N6C7,Protein
Q9H841,Protein
Q3LI66,Protein
Q8IWV8,Protein
Q5JSH3,Protein
Q9BVG3,Protein
O43711,Protein
Q9BW92,Protein
P30084,Protein
Q96ET8,Protein
P33261,Protein
Q86SU0,Protein
P49368,Protein
Q8IUC2,Protein
Q9P1V8,Protein
Q676U5,Protein
P51993,Protein
Q9UBN1,Protein
Q9C0A0,Protein
O75420,Protein
Q9UKK6,Protein
P11586,Protein
Q8NGK6,Protein
Q9NTU7,Protein
Q9Y6X4,Protein
Q538Z0,Protein
A0A1B0GTK4,Protein
P18077,Protein
P30926,Protein
P02655,Protein
Q8NH55,Protein
O00189,Protein
O15466,Protein
Q9UJN7,Protein
P23497,Protein
Q8N349,Protein
Q13607,Protein
P43490,Protein
P60371,Protein
Q96PL5,Protein
Q9GZX6,Protein
Q5VTT2,Protein
A0A0C4DH26,Protein
Q9UQ52,Protein
P06703,Protein
Q14746,Protein
P78325,Protein
Q12774,Protein
O14628,Protein
Q6UXT9,Protein
P02008,Protein
Q8TCX5,Protein
A6NH57,Protein
A6NFU0,Protein
Q15051,Protein
Q9NUP9,Protein
Q6ZUJ4,Protein
Q9BRT6,Protein
O43451,Protein
Q5TA81,Protein
Q5VTE0,Protein
O15034,Protein
Q9UIL1,Protein
P20231,Protein
Q9NR97,Protein
A0A0A0MRZ9,Protein
Q8WWG9,Protein
I3L273,Protein
O75298,Protein
A6NCQ9,Protein
Q9BX93,Protein
Q5F1R6,Protein
Q7Z3U7,Protein
Q9P0K7,Protein
Q02223,Protein
Q8TBN0,Protein
Q9Y3B2,Protein
P01583,Protein
Q05397,Protein
Q9Y2P5,Protein
Q9UBX5,Protein
Q13033,Protein
Q8N4F7,Protein
Q00796,Protein
Q96BJ8,Protein
Q8WY50,Protein
Q86XP6,Protein
Q9H8M5,Protein
P20073,Protein
Q2TAA5,Protein
P14784,Protein
Q8NH74,Protein
Q7Z6J2,Protein
Q5TKA1,Protein
Q96RR1,Protein
P59796,Protein
Q8NGA6,Protein
Q99816,Protein
Q9P287,Protein
Q08945,Protein
Q8IVF5,Protein
Q9BZL4,Protein
Q8N443,Protein
Q8NGJ3,Protein
Q8TE73,Protein
Q7Z6L0,Protein
Q6P9H5,Protein
P53801,Protein
P04733,Protein
Q96N28,Protein
P63211,Protein
P41595,Protein
Q92925,Protein
Q8TD91,Protein
Q13572,Protein
Q9Y2F5,Protein
P62906,Protein
P0C7W6,Protein
Q9BVA6,Protein
Q9NQ40,Protein
O60662,Protein
O95670,Protein
P56381,Protein
Q9NUN7,Protein
Q8IWT0,Protein
P62487,Protein
O75317,Protein
Q8IYS1,Protein
Q86V42,Protein
Q9P055,Protein
P01768,Protein
Q9H9D4,Protein
Q96AC1,Protein
P78352,Protein
Q9H4S2,Protein
Q9UMS6,Protein
Q6PII3,Protein
Q9P2X8,Protein
Q9H0L4,Protein
Q8IZF6,Protein
Q9BY66,Protein
Q9P0M2,Protein
Q32MH5,Protein
P18577,Protein
Q8NHC8,Protein
Q6ZUT3,Protein
Q16777,Protein
O75426,Protein
G9CGD6,Protein
Q53HL2,Protein
Q6ZU80,Protein
Q5BKY9,Protein
P57775,Protein
Q9BUE0,Protein
Q15811,Protein
P61024,Protein
Q9H936,Protein
Q155Q3,Protein
Q9H0D6,Protein
Q9P215,Protein
Q9HCE3,Protein
Q9P283,Protein
P01824,Protein
A8MUI8,Protein
O00341,Protein
Q8N350,Protein
Q0ZLH3,Protein
Q9Y2Y6,Protein
Q8NGP3,Protein
Q92575,Protein
Q96PT3,Protein
Q8WVB3,Protein
P0DTE8,Protein
Q13070,Protein
Q8NFN8,Protein
O14770,Protein
Q6UB28,Protein
Q15628,Protein
Q8NFV5,Protein
Q6T423,Protein
Q6UW49,Protein
Q5H8A4,Protein
Q8IZ83,Protein
Q9NRX5,Protein
Q92545,Protein
Q4KMX7,Protein
P50452,Protein
Q9BXB4,Protein
Q96DZ1,Protein
Q96GR4,Protein
A1L390,Protein
Q6ZS27,Protein
Q9UQ26,Protein
A0A0J9YWL9,Protein
Q9NWX5,Protein
P23528,Protein
P48637,Protein
Q0VAK6,Protein
Q8NBH2,Protein
Q5H9U9,Protein
Q99962,Protein
P48681,Protein
Q5HYM0,Protein
Q9UJU5,Protein
Q8N465,Protein
Q6UWI2,Protein
Q92527,Protein
Q6IQ21,Protein
Q13751,Protein
P52333,Protein
Q69YN2,Protein
Q5T8R8,Protein
Q9BXT2,Protein
P22794,Protein
Q6NVU6,Protein
Q96CS7,Protein
Q3SY52,Protein
Q8N1B4,Protein
Q8N8F7,Protein
Q9H583,Protein
P57054,Protein
Q9NQ34,Protein
Q9C0C9,Protein
Q9H6N6,Protein
Q96M66,Protein
Q15004,Protein
Q9H2M3,Protein
Q9UG01,Protein
P05120,Protein
Q6ZVW7,Protein
Q6ZMV5,Protein
Q9NQC3,Protein
P41597,Protein
Q15195,Protein
Q9NZV7,Protein
Q96B67,Protein
Q8NGX1,Protein
Q969X1,Protein
Q8IUC3,Protein
Q9Y4W6,Protein
Q8IVL5,Protein
Q8NH37,Protein
O00180,Protein
Q86Y27,Protein
Q9BWK5,Protein
P51692,Protein
Q8WZA8,Protein
Q08AI8,Protein
O94864,Protein
P02538,Protein
Q9H195,Protein
Q8N823,Protein
Q96MM3,Protein
Q9UPA5,Protein
P01772,Protein
Q9Y4A8,Protein
O14497,Protein
P56181,Protein
Q9H6R3,Protein
O94886,Protein
Q9BUH8,Protein
Q7Z3B0,Protein
Q9HBL8,Protein
Q3LI64,Protein
Q6ZVE7,Protein
Q8N6F8,Protein
Q8N8N7,Protein
Q6NXE6,Protein
P61626,Protein
P02724,Protein
Q96RU2,Protein
A6NCF5,Protein
Q96QB1,Protein
Q8IVQ6,Protein
Q16629,Protein
P68133,Protein
Q9Y5F2,Protein
O15432,Protein
Q8N912,Protein
Q8WUF8,Protein
Q05940,Protein
O43491,Protein
Q6IQ19,Protein
Q14498,Protein
Q9Y5Y5,Protein
Q96DZ5,Protein
Q9Y296,Protein
A5PL33,Protein
Q9NQ89,Protein
P21917,Protein
Q9ULN7,Protein
P01308,Protein
O43318,Protein
P59539,Protein
Q14623,Protein
A8K010,Protein
P27037,Protein
Q9UPP1,Protein
O15226,Protein
Q9P2H0,Protein
P47895,Protein
Q6AZW8,Protein
Q86WR6,Protein
Q08623,Protein
P04406,Protein
Q9H4Y5,Protein
Q9UHQ1,Protein
P52758,Protein
Q4G0A6,Protein
Q96EQ0,Protein
P15311,Protein
Q8WXS5,Protein
A1A5D9,Protein
Q9UL17,Protein
Q92598,Protein
P59047,Protein
Q8N2I9,Protein
Q6GTX8,Protein
Q8WW12,Protein
Q92636,Protein
P28288,Protein
Q96FE5,Protein
A0A183,Protein
Q08257,Protein
Q9ULT6,Protein
Q4KMG0,Protein
Q6UW02,Protein
Q01851,Protein
Q96KX1,Protein
P53677,Protein
Q9UBP6,Protein
Q86TA4,Protein
Q6ZS46,Protein
Q9UH64,Protein
P83111,Protein
A0A1W2PPE2,Protein
Q92922,Protein
Q08345,Protein
Q96AE4,Protein
Q9HAB3,Protein
O43242,Protein
P57764,Protein
P54257,Protein
Q5QGS0,Protein
P17540,Protein
Q13217,Protein
Q9P0P0,Protein
Q9Y244,Protein
P53582,Protein
Q8TDQ7,Protein
P85298,Protein
P10071,Protein
Q6ZNQ3,Protein
Q4G163,Protein
Q96GR2,Protein
Q6UY18,Protein
Q8WTR7,Protein
Q3KPI0,Protein
O95096,Protein
P07602,Protein
Q8N7R0,Protein
A0A075B6I9,Protein
P10276,Protein
P46108,Protein
P24385,Protein
Q92730,Protein
O75843,Protein
O43889,Protein
Q15726,Protein
O75396,Protein
Q8NEM1,Protein
Q9UGI0,Protein
A1L170,Protein
Q8IXQ3,Protein
Q8N9I0,Protein
Q8WWY6,Protein
Q8NCQ7,Protein
Q8N6Q8,Protein
Q5VZ46,Protein
Q8IWE4,Protein
Q8TDG4,Protein
P23297,Protein
Q9BTV4,Protein
O00358,Protein
Q5T6F2,Protein
P48552,Protein
P78410,Protein
Q49AS3,Protein
Q9Y3B8,Protein
Q96NT3,Protein
Q9H902,Protein
Q96D71,Protein
P17706,Protein
Q2YD98,Protein
Q96LR9,Protein
Q8TED4,Protein
O95405,Protein
Q15399,Protein
P0C672,Protein
Q14534,Protein
Q13233,Protein
P32971,Protein
P40425,Protein
Q9H1M4,Protein
Q56P42,Protein
Q9UQQ2,Protein
A0A1B0GW54,Protein
Q86VR7,Protein
Q8NEB5,Protein
Q14151,Protein
Q86YT9,Protein
Q8WX92,Protein
P31946,Protein
Q12841,Protein
Q86UD5,Protein
Q86WR0,Protein
Q8WWZ1,Protein
Q14696,Protein
Q15116,Protein
P52565,Protein
Q8N1W1,Protein
A8MT66,Protein
P40926,Protein
Q7Z4U5,Protein
Q4G0S4,Protein
P21728,Protein
Q6YP21,Protein
Q9BV79,Protein
Q5GH77,Protein
P28336,Protein
Q8IZX4,Protein
P48065,Protein
Q04671,Protein
O00462,Protein
Q9NTW7,Protein
Q8NBS3,Protein
A6NDN3,Protein
Q5SRR4,Protein
Q9HBW9,Protein
Q96PQ0,Protein
Q15648,Protein
P78545,Protein
Q96CG8,Protein
P31689,Protein
Q9H6R4,Protein
P31277,Protein
Q5PR19,Protein
Q5VWP3,Protein
Q9H0B6,Protein
O76009,Protein
Q9UIA9,Protein
Q7Z7H5,Protein
Q86YL5,Protein
Q71RC2,Protein
O00757,Protein
P01880,Protein
Q15389,Protein
P81133,Protein
Q92547,Protein
Q16222,Protein
P48751,Protein
A0A1B0GTI1,Protein
Q8TAK6,Protein
Q9Y4Y9,Protein
Q6UB35,Protein
Q9H792,Protein
Q9BPW5,Protein
Q8WYL5,Protein
Q8N2A8,Protein
Q9H6L2,Protein
Q14651,Protein
P10589,Protein
Q6ZUL3,Protein
Q8WXD2,Protein
Q9Y2A4,Protein
P51878,Protein
Q7RTX1,Protein
Q96FZ2,Protein
Q6W4X9,Protein
O43633,Protein
P40616,Protein
P09234,Protein
O43920,Protein
Q86TH1,Protein
P21810,Protein
Q9UHF1,Protein
A0A1B0GVZ2,Protein
Q8TE68,Protein
Q5JTD7,Protein
Q5TC63,Protein
P58170,Protein
Q9Y4L1,Protein
Q9UNL4,Protein
Q6ZNL6,Protein
Q9Y6Q2,Protein
Q70EK8,Protein
Q4V9L6,Protein
Q8NGP8,Protein
Q9Y2W3,Protein
Q8NBF6,Protein
P14210,Protein
O75330,Protein
Q9HC36,Protein
Q96J77,Protein
P00367,Protein
P0C025,Protein
Q8WXB4,Protein
Q7Z7G2,Protein
P15509,Protein
Q01726,Protein
Q6L8G4,Protein
Q8TAT2,Protein
P16619,Protein
P43657,Protein
Q717R9,Protein
O95149,Protein
Q8N4N8,Protein
O75747,Protein
Q13772,Protein
Q5VWT5,Protein
P28068,Protein
A0A087WT03,Protein
Q96SI9,Protein
P24386,Protein
Q96NB2,Protein
O75610,Protein
P48549,Protein
Q8N8E3,Protein
O95841,Protein
Q9HCE0,Protein
A8MUV8,Protein
Q6ZQY2,Protein
P0DN78,Protein
Q8N6F7,Protein
Q9NSI5,Protein
Q6P5S2,Protein
P16401,Protein
A0A0A0MT76,Protein
O95273,Protein
Q6P1L8,Protein
Q9UH92,Protein
Q7Z7E8,Protein
Q9ULB4,Protein
Q9H0S4,Protein
Q9Y592,Protein
P29622,Protein
Q9UHE5,Protein
P49771,Protein
D3W0D1,Protein
Q96P71,Protein
Q06416,Protein
A0A087WSZ9,Protein
Q9HAI6,Protein
O75064,Protein
Q6ZSU1,Protein
O95415,Protein
P50591,Protein
Q6ZMZ0,Protein
P48741,Protein
Q9UFW8,Protein
Q6ZQQ6,Protein
Q8N865,Protein
Q14149,Protein
Q9NUE0,Protein
Q96BA8,Protein
Q6ZT77,Protein
Q96IF1,Protein
P28328,Protein
Q96Q05,Protein
Q5U5Z8,Protein
Q9UHV8,Protein
Q8WUJ1,Protein
Q92560,Protein
Q9C026,Protein
Q9UPX8,Protein
Q9Y691,Protein
Q15599,Protein
Q9N2K0,Protein
A0A286YF77,Protein
Q02487,Protein
P57088,Protein
Q9H898,Protein
Q5SRD1,Protein
Q9NZJ6,Protein
P21757,Protein
Q9P1D8,Protein
Q96IU2,Protein
O14490,Protein
Q9UI17,Protein
Q9Y585,Protein
Q8NDA8,Protein
Q7Z5A7,Protein
Q01523,Protein
A0A075B706,Protein
Q8IVL8,Protein
A0A494C1R9,Protein
P28356,Protein
Q86U28,Protein
Q96N35,Protein
O75575,Protein
Q9NQB0,Protein
Q9BX69,Protein
Q96AP7,Protein
Q8TE99,Protein
Q6PID6,Protein
Q9UBM4,Protein
Q8IWA4,Protein
Q7RTT6,Protein
Q658P3,Protein
Q00532,Protein
O75818,Protein
Q9UBT3,Protein
P16591,Protein
Q9NX40,Protein
Q8NG80,Protein
Q9BTE7,Protein
Q15327,Protein
Q13103,Protein
Q9UFH2,Protein
P16662,Protein
Q8WXX5,Protein
Q4VC12,Protein
Q8IV03,Protein
Q7Z5D8,Protein
Q86YW5,Protein
P28329,Protein
P56199,Protein
Q86XZ4,Protein
Q8NEG5,Protein
Q9NX78,Protein
P82675,Protein
Q9Y6N8,Protein
P19484,Protein
Q05513,Protein
P01704,Protein
P78330,Protein
Q68D86,Protein
O76070,Protein
P62873,Protein
Q7Z6K3,Protein
A0A087WSY4,Protein
Q7Z5A4,Protein
Q16842,Protein
Q8WVC6,Protein
P46109,Protein
Q96AG4,Protein
O14512,Protein
Q86VI3,Protein
P11940,Protein
O95398,Protein
O14625,Protein
Q9NQ29,Protein
O43557,Protein
O15120,Protein
P35453,Protein
Q92499,Protein
P06239,Protein
P22102,Protein
Q8IZD2,Protein
O94779,Protein
Q86UU1,Protein
Q3YBR2,Protein
Q5JTJ3,Protein
Q6ZMZ3,Protein
P10606,Protein
P58166,Protein
Q9BT25,Protein
Q13557,Protein
Q7Z4L5,Protein
A0A0B4J200,Protein
P32242,Protein
Q7Z4W2,Protein
Q99571,Protein
P57103,Protein
Q9NRX6,Protein
Q6IV72,Protein
Q96LA9,Protein
A0A1W2PPG7,Protein
Q7Z614,Protein
Q6NT76,Protein
P35610,Protein
Q9UPU5,Protein
Q9GZV4,Protein
O60516,Protein
Q9H6P5,Protein
A0A087WWA1,Protein
Q7Z4T8,Protein
Q9Y4F1,Protein
P31273,Protein
P29728,Protein
Q9H307,Protein
Q96RD6,Protein
Q16719,Protein
P0CW20,Protein
P20142,Protein
P0CG30,Protein
Q9HCJ0,Protein
Q8TD46,Protein
Q8TCT7,Protein
Q9UJ42,Protein
Q7Z5M8,Protein
Q9NP08,Protein
Q99848,Protein
Q8N142,Protein
Q7L2K0,Protein
P43652,Protein
Q8NGE0,Protein
P04843,Protein
O15225,Protein
Q7Z7A1,Protein
Q15464,Protein
Q9H3U1,Protein
Q8IY37,Protein
Q9Y2Q0,Protein
Q96KV6,Protein
Q9UJT1,Protein
Q9UHF5,Protein
Q9H9Y6,Protein
Q8NGQ6,Protein
Q96LM5,Protein
O00453,Protein
O14796,Protein
O95487,Protein
Q8NEV1,Protein
Q6ZMY9,Protein
O00186,Protein
Q96SQ5,Protein
Q96CP7,Protein
Q7Z2E3,Protein
Q8WVZ9,Protein
P0C7U9,Protein
Q14444,Protein
Q8N8L6,Protein
Q8TC29,Protein
Q7L5A3,Protein
Q13247,Protein
P55209,Protein
O60264,Protein
Q8IYJ0,Protein
Q9P1Z3,Protein
Q8ND24,Protein
Q8NG11,Protein
Q96T49,Protein
O75391,Protein
Q9UJM8,Protein
A8MYZ5,Protein
P38936,Protein
A0A075B6T7,Protein
P39059,Protein
P0C0S8,Protein
Q969V5,Protein
Q9Y305,Protein
Q9Y3Q8,Protein
P04626,Protein
Q7Z401,Protein
Q96FV0,Protein
Q96IQ7,Protein
P43363,Protein
Q9H7C9,Protein
Q5VVH5,Protein
Q13243,Protein
P51884,Protein
O60882,Protein
Q9UKJ3,Protein
Q9BVA1,Protein
Q9UID3,Protein
Q9Y287,Protein
Q8TBZ6,Protein
Q1W209,Protein
Q969S6,Protein
Q13268,Protein
Q9H0A6,Protein
P51608,Protein
O94830,Protein
Q9H0A9,Protein
Q9BXR3,Protein
Q8NB90,Protein
Q5VYX0,Protein
Q9Y6E7,Protein
Q499Z4,Protein
Q7L985,Protein
Q9NYL2,Protein
Q9UMS5,Protein
Q96DA2,Protein
Q8N143,Protein
Q8WXF0,Protein
Q99500,Protein
Q96BT7,Protein
O60391,Protein
Q8WVS4,Protein
Q8IY22,Protein
Q9H9P8,Protein
Q9H4D0,Protein
A0A286YEY9,Protein
P62241,Protein
Q9P0T4,Protein
P54753,Protein
Q8IYK8,Protein
Q7RTS1,Protein
Q9Y2I8,Protein
Q9NSE4,Protein
Q9NWD9,Protein
Q9Y342,Protein
O75952,Protein
O14964,Protein
Q9H3H9,Protein
Q8WXU2,Protein
P62166,Protein
Q8N9S9,Protein
Q8WV35,Protein
Q9BRP7,Protein
Q7RTV3,Protein
A4FU69,Protein
Q96AJ9,Protein
O95486,Protein
Q13535,Protein
Q5THR3,Protein
P24821,Protein
P32929,Protein
P17041,Protein
P51151,Protein
P56703,Protein
Q9GZT6,Protein
A6NL26,Protein
A0PJY2,Protein
P61587,Protein
Q9BWU1,Protein
P20827,Protein
Q9HCP0,Protein
Q96H12,Protein
P11684,Protein
Q15043,Protein
D6RGX4,Protein
Q9BY14,Protein
Q6P9F5,Protein
Q92630,Protein
O14681,Protein
Q96MP8,Protein
Q8TBY8,Protein
Q8IV01,Protein
Q9NZM1,Protein
Q9NYZ1,Protein
Q9BU70,Protein
Q9H4F8,Protein
Q12918,Protein
Q9Y2J4,Protein
Q9BV40,Protein
Q8IV20,Protein
Q9NQR4,Protein
P63122,Protein
P0C7V4,Protein
Q8NGZ5,Protein
O14836,Protein
Q9UK41,Protein
Q6PIS1,Protein
Q9BTV6,Protein
Q9Y6F6,Protein
O95395,Protein
P13797,Protein
Q99788,Protein
Q9NRD5,Protein
Q7Z2Y8,Protein
Q8NHV4,Protein
Q9UL25,Protein
A0A494C086,Protein
Q13526,Protein
Q8NH94,Protein
Q8NGN5,Protein
Q96RK1,Protein
Q0WX57,Protein
Q5T1R4,Protein
P30532,Protein
Q8N3X6,Protein
Q9NPB3,Protein
Q15620,Protein
Q9NZ01,Protein
P48664,Protein
Q13133,Protein
O60486,Protein
Q9H0U9,Protein
Q8NHY2,Protein
Q9HBH5,Protein
O15259,Protein
Q8N616,Protein
P38398,Protein
P62324,Protein
A6NH00,Protein
Q13536,Protein
P0DMT0,Protein
Q6ZVC0,Protein
O95749,Protein
P13985,Protein
O95072,Protein
O43156,Protein
Q13352,Protein
Q8WVF1,Protein
Q96PX1,Protein
Q9Y448,Protein
Q86Y78,Protein
O75916,Protein
Q5VIY5,Protein
Q9UM47,Protein
Q8WXD0,Protein
