Id,Label
Q8NEA5,Protein
P0C7Q6,Protein
Q8IUY3,Protein
Q9UHC7,Protein
Q58FG0,Protein
Q96A25,Protein
Q16774,Protein
O00411,Protein
H0YKK7,Protein
O75385,Protein
Q9NW81,Protein
Q969D9,Protein
Q9UGL9,Protein
P05023,Protein
P0C7N1,Protein
Q96FX7,Protein
A0A1W2PPH5,Protein
Q6PGQ1,Protein
A6NHQ4,Protein
Q8WV19,Protein
Q8NGG6,Protein
Q68CJ9,Protein
Q9Y3D6,Protein
Q8N485,Protein
P34096,Protein
Q13630,Protein
P31949,Protein
Q70EL3,Protein
Q9BXR5,Protein
Q9H5P4,Protein
Q3KRA6,Protein
Q8NGS7,Protein
O14653,Protein
Q5T5F5,Protein
P32321,Protein
Q9Y2R4,Protein
Q5VZ19,Protein
Q8N3Z0,Protein
P48595,Protein
P0DO92,Protein
Q9UIF8,Protein
Q9UIG5,Protein
Q9UPT9,Protein
Q13203,Protein
Q9Y4C1,Protein
Q9GZU0,Protein
Q5W5X9,Protein
Q02952,Protein
P0C7V8,Protein
Q9H3K6,Protein
B0YJ81,Protein
O60688,Protein
P35908,Protein
O75596,Protein
Q8IZY2,Protein
Q99784,Protein
P35626,Protein
O75909,Protein
Q6TGC4,Protein
Q6MZP7,Protein
Q8N8N0,Protein
Q8N6H7,Protein
P21453,Protein
A6ND01,Protein
P54920,Protein
P36383,Protein
Q15125,Protein
O75344,Protein
Q8N7B9,Protein
P55072,Protein
P02549,Protein
Q8IZY5,Protein
P05386,Protein
Q8N6N2,Protein
Q9UQ88,Protein
P36551,Protein
Q9H2H0,Protein
P63123,Protein
O15393,Protein
O43896,Protein
Q96D42,Protein
Q9H0C8,Protein
Q96CW5,Protein
P10144,Protein
O75473,Protein
Q2MJR0,Protein
Q96EF9,Protein
P15692,Protein
E2RYF6,Protein
Q96GQ5,Protein
P08263,Protein
Q9UL68,Protein
P78509,Protein
O75437,Protein
Q96DX4,Protein
Q9ULC5,Protein
Q07837,Protein
Q6UXY8,Protein
Q8NG97,Protein
Q9BPW8,Protein
Q9BQE5,Protein
Q92561,Protein
O75038,Protein
Q8N7C7,Protein
P46439,Protein
Q5SQH8,Protein
Q9HC29,Protein
Q96R48,Protein
Q9H7R0,Protein
O00469,Protein
Q8NG92,Protein
Q9BUM1,Protein
Q86VZ1,Protein
Q6ZRV3,Protein
Q96JX3,Protein
O75140,Protein
O75096,Protein
P25106,Protein
Q5T870,Protein
P09629,Protein
Q99878,Protein
Q9Y4C2,Protein
Q9NQT5,Protein
Q9BSJ1,Protein
Q14999,Protein
Q9BVQ7,Protein
Q9H1A3,Protein
Q9BYV6,Protein
P49754,Protein
Q13177,Protein
Q7Z7A4,Protein
Q9Y6R7,Protein
P08476,Protein
O00461,Protein
Q8TAM2,Protein
P78385,Protein
Q2M2E3,Protein
Q96DX8,Protein
O14494,Protein
P30305,Protein
Q7Z443,Protein
P29034,Protein
P05141,Protein
Q96Q15,Protein
Q7L5A8,Protein
Q9NYM9,Protein
Q9Y2Z9,Protein
Q9P1W9,Protein
Q8NBT0,Protein
Q86YG4,Protein
P49768,Protein
Q5FYB0,Protein
O94813,Protein
Q9Y6J8,Protein
P43354,Protein
Q9Y266,Protein
Q8N8J7,Protein
O15514,Protein
Q68CJ6,Protein
O75084,Protein
P53667,Protein
B4DYI2,Protein
P50221,Protein
P49005,Protein
Q92835,Protein
P14770,Protein
P27539,Protein
Q5VU65,Protein
Q9NSU2,Protein
O96008,Protein
Q6PI98,Protein
O00590,Protein
Q86SQ6,Protein
Q9NQ25,Protein
Q6S5H5,Protein
A6NI47,Protein
P51959,Protein
P0DW28,Protein
Q8TAE6,Protein
Q96BT3,Protein
Q7Z7K0,Protein
O00264,Protein
Q8N6W0,Protein
P51686,Protein
Q9BS16,Protein
Q13106,Protein
O95159,Protein
Q9H1K0,Protein
P46531,Protein
Q8N0V3,Protein
A8K830,Protein
O60291,Protein
Q8IYN6,Protein
Q8TBF4,Protein
Q9NVX0,Protein
Q8TAV0,Protein
Q8WX93,Protein
Q14654,Protein
P52948,Protein
Q8NBQ7,Protein
Q9NQ94,Protein
Q52LW3,Protein
O75478,Protein
Q9P035,Protein
Q9Y2I6,Protein
Q6ZRV2,Protein
Q8NC56,Protein
P04798,Protein
Q9P202,Protein
Q15392,Protein
P15813,Protein
O15015,Protein
Q8N6Y0,Protein
Q96L91,Protein
Q96KN1,Protein
Q9NZE8,Protein
O14529,Protein
Q96QE3,Protein
Q8NBJ7,Protein
P48066,Protein
Q5T655,Protein
Q9NRR3,Protein
Q8IWX5,Protein
A2RU48,Protein
Q5FYA8,Protein
O14787,Protein
Q96MN9,Protein
Q8N5J2,Protein
Q86UT8,Protein
P17040,Protein
Q8IWK6,Protein
Q86VD7,Protein
P52756,Protein
P42892,Protein
Q16342,Protein
O60347,Protein
Q9H4E5,Protein
P17568,Protein
Q5U649,Protein
P0CF51,Protein
Q96JS3,Protein
Q53GL0,Protein
Q8WTR8,Protein
P0C7L1,Protein
P04196,Protein
Q3SXY7,Protein
Q96H96,Protein
Q9BYG5,Protein
Q8J025,Protein
Q9NP74,Protein
Q9BYT3,Protein
Q99952,Protein
O95757,Protein
Q5FWF7,Protein
Q5T124,Protein
Q9Y2S6,Protein
P00390,Protein
Q05682,Protein
Q9NVP1,Protein
Q6P0A1,Protein
P35325,Protein
Q15822,Protein
Q9NX01,Protein
O15315,Protein
P18846,Protein
Q9BSD7,Protein
Q8NGK3,Protein
P04080,Protein
Q9NSI6,Protein
Q9BRD0,Protein
Q04725,Protein
Q53GS7,Protein
Q08AH1,Protein
A0A075B6J6,Protein
Q8N412,Protein
Q8WV07,Protein
Q9NXC2,Protein
Q8WW33,Protein
Q719H9,Protein
Q9Y689,Protein
Q684P5,Protein
Q8NC24,Protein
P23468,Protein
O75616,Protein
Q86X67,Protein
Q96HD9,Protein
P43005,Protein
Q08AF8,Protein
Q96AY4,Protein
Q8WUB2,Protein
Q9UEF7,Protein
Q8WX77,Protein
Q8NH16,Protein
Q16204,Protein
Q5T7P6,Protein
A6NFC5,Protein
P01568,Protein
Q9UKY1,Protein
P0C629,Protein
O75628,Protein
Q9UI32,Protein
Q96A22,Protein
P51674,Protein
A6NGY3,Protein
Q5BKY6,Protein
P42566,Protein
Q5SVS4,Protein
P52943,Protein
Q9BYU5,Protein
Q8WUH1,Protein
P11171,Protein
P55809,Protein
Q9H2P9,Protein
Q9NR16,Protein
P26885,Protein
P07996,Protein
Q92185,Protein
Q9NWQ9,Protein
A0A1B0GTD5,Protein
P62701,Protein
Q9GZV8,Protein
Q969L2,Protein
Q5TAX3,Protein
Q9GZT8,Protein
Q9Y4K0,Protein
Q86UE8,Protein
P01241,Protein
Q99643,Protein
O60488,Protein
Q07954,Protein
Q8N196,Protein
Q96T75,Protein
Q96T52,Protein
Q02388,Protein
Q13253,Protein
Q8WYQ3,Protein
Q6ZN11,Protein
P21281,Protein
Q5SQN1,Protein
P28566,Protein
P42684,Protein
Q8NGT0,Protein
Q5TA89,Protein
P01597,Protein
Q86WZ6,Protein
Q8TDC3,Protein
Q96KN3,Protein
Q6ZST4,Protein
Q9Y4F3,Protein
O00634,Protein
Q5SZD1,Protein
Q9BUP3,Protein
P35573,Protein
Q9BX84,Protein
Q8NHA4,Protein
Q5JVF3,Protein
Q7L775,Protein
Q96G27,Protein
A0A0B4J1Z2,Protein
A0A0A6YYD4,Protein
O15519,Protein
Q969Q5,Protein
A0A0C4DH35,Protein
B7ZAQ6,Protein
Q14641,Protein
Q8TCY9,Protein
Q15208,Protein
Q6MZT1,Protein
Q9NWM3,Protein
Q9GZS1,Protein
Q5T1M5,Protein
P17612,Protein
P01189,Protein
P36980,Protein
O95843,Protein
P60827,Protein
Q7Z7B7,Protein
P04075,Protein
O43283,Protein
Q9NVF7,Protein
Q7Z6E9,Protein
O14775,Protein
Q8TCC3,Protein
P47890,Protein
P54105,Protein
Q5GJ75,Protein
P62304,Protein
Q8N8Y5,Protein
Q15038,Protein
Q6UWN8,Protein
Q6S5L8,Protein
Q96B02,Protein
Q11206,Protein
A6NEE1,Protein
Q8NEJ0,Protein
Q96BX8,Protein
P54821,Protein
Q08629,Protein
Q9H0Z9,Protein
P10827,Protein
P50395,Protein
O14519,Protein
Q15398,Protein
Q9UPM9,Protein
P18507,Protein
Q8TB03,Protein
Q1ZZU3,Protein
P60893,Protein
Q9H511,Protein
Q9BX68,Protein
J3KSC0,Protein
Q9HD42,Protein
Q9H867,Protein
O95750,Protein
Q9Y5B8,Protein
Q8N9P6,Protein
Q969P0,Protein
Q7Z410,Protein
Q8TAB7,Protein
P49189,Protein
P28562,Protein
Q9BT30,Protein
Q7Z7J5,Protein
A0A1W2PS18,Protein
Q9NQY0,Protein
Q12816,Protein
Q9BRA2,Protein
A8MW92,Protein
Q7Z4I7,Protein
P21964,Protein
C9JLW8,Protein
Q2M329,Protein
Q6PIZ9,Protein
Q9Y4E5,Protein
Q8N612,Protein
Q3MHD2,Protein
Q8N9Z9,Protein
Q96IK0,Protein
Q9Y5T4,Protein
P05388,Protein
A0A0B4J263,Protein
O60637,Protein
P55210,Protein
Q96NU7,Protein
Q16099,Protein
P07203,Protein
Q96R47,Protein
O95490,Protein
P41182,Protein
P35968,Protein
P21583,Protein
Q6UX98,Protein
Q15270,Protein
P41586,Protein
P01024,Protein
P0CW01,Protein
Q9BV90,Protein
Q9Y5Q8,Protein
Q7L8W6,Protein
Q13023,Protein
Q92484,Protein
Q9BRQ5,Protein
Q03169,Protein
O75152,Protein
P45378,Protein
Q9Y614,Protein
P62244,Protein
Q8NGN6,Protein
P43166,Protein
Q9BYE0,Protein
Q6ZMT1,Protein
P51797,Protein
P52945,Protein
Q96F25,Protein
Q5T686,Protein
Q9H4G4,Protein
Q53FD0,Protein
Q9UL33,Protein
Q9BXC0,Protein
P53041,Protein
A8K979,Protein
Q96IR3,Protein
Q9C0J8,Protein
Q99567,Protein
Q6ZR62,Protein
Q9BYX7,Protein
Q5JXM2,Protein
Q8WVF2,Protein
A3KFT3,Protein
Q9H2S6,Protein
P56279,Protein
O95997,Protein
P09093,Protein
O15554,Protein
O00479,Protein
Q86XD5,Protein
Q8NH61,Protein
P47870,Protein
O75953,Protein
Q9Y4E6,Protein
Q8IWV1,Protein
Q8NFZ3,Protein
O60739,Protein
P61073,Protein
Q9Y5E6,Protein
P30038,Protein
Q6I9Y2,Protein
O14958,Protein
O43716,Protein
Q9NSP4,Protein
Q8TD55,Protein
Q9H808,Protein
Q5JWR5,Protein
A8MXZ3,Protein
A0A597,Protein
Q6UX06,Protein
Q8NFH3,Protein
O60664,Protein
Q8NA82,Protein
Q68DN1,Protein
O43555,Protein
Q5T752,Protein
O60928,Protein
Q8N8E1,Protein
A6NMY6,Protein
Q08043,Protein
P10916,Protein
Q8N998,Protein
Q8IVW4,Protein
P61960,Protein
Q9BY07,Protein
P05455,Protein
Q6PEY0,Protein
Q7Z6K5,Protein
Q8NGU1,Protein
P61968,Protein
Q92562,Protein
Q9BQ31,Protein
Q14CZ8,Protein
Q969M1,Protein
Q8IYX7,Protein
O75061,Protein
Q15517,Protein
Q9UJW3,Protein
A6NNY8,Protein
Q96NA2,Protein
Q14112,Protein
Q8N961,Protein
Q5TZA2,Protein
Q9H227,Protein
Q96HL8,Protein
Q8WW52,Protein
P28072,Protein
Q86V20,Protein
P08F94,Protein
P22894,Protein
A2RU14,Protein
Q9Y5X1,Protein
Q6UX53,Protein
P01567,Protein
Q9NTQ9,Protein
Q9Y520,Protein
Q16831,Protein
A0A3B3IT33,Protein
A6NNE9,Protein
Q67FW5,Protein
Q9BWV3,Protein
P59045,Protein
Q8IW50,Protein
Q06136,Protein
O60879,Protein
Q8N3F0,Protein
Q9H4M3,Protein
Q05469,Protein
P78382,Protein
A0A1W2PPM1,Protein
Q9NV88,Protein
Q8N9T2,Protein
A6NFR6,Protein
Q5SZJ8,Protein
P46952,Protein
Q9UPR3,Protein
O75175,Protein
Q99719,Protein
P0DPE3,Protein
Q5VT99,Protein
P05362,Protein
O00287,Protein
P28161,Protein
Q9NWT1,Protein
Q9H6E4,Protein
A5X5Y0,Protein
Q9BXA6,Protein
Q9NVL8,Protein
Q8NF50,Protein
Q96HH9,Protein
Q9BWL3,Protein
Q8WUH6,Protein
Q8N442,Protein
O14926,Protein
Q16586,Protein
Q4G0G2,Protein
Q96J87,Protein
Q9BSK0,Protein
Q9H0I2,Protein
P06127,Protein
Q8TB33,Protein
Q96BW9,Protein
Q9H6R6,Protein
Q9UII6,Protein
P63096,Protein
Q7Z6I5,Protein
Q6UXU4,Protein
O60331,Protein
O95932,Protein
Q9H4B7,Protein
Q9P2F5,Protein
P50613,Protein
Q6URK8,Protein
Q969T3,Protein
P00326,Protein
P29084,Protein
O43488,Protein
Q3ZAQ7,Protein
Q9NS84,Protein
A8MY62,Protein
P56180,Protein
Q8N5F7,Protein
Q92934,Protein
Q5VYP0,Protein
Q96MK3,Protein
A6NJ69,Protein
P78395,Protein
P0C1H6,Protein
Q96T51,Protein
O95633,Protein
Q9NY12,Protein
Q9Y336,Protein
P98174,Protein
Q8N987,Protein
Q86Y82,Protein
P19971,Protein
E9PB15,Protein
P51522,Protein
Q53H54,Protein
Q6PCB8,Protein
O00755,Protein
Q6JVE9,Protein
Q96GX5,Protein
Q9HCS2,Protein
Q8TAI1,Protein
O14662,Protein
P58335,Protein
P0C7X3,Protein
P42575,Protein
Q9C099,Protein
Q4J6C6,Protein
P19320,Protein
Q7L1I2,Protein
Q8WY54,Protein
O15504,Protein
Q15165,Protein
Q5VXU3,Protein
P38606,Protein
Q9H987,Protein
P13747,Protein
Q8NGV0,Protein
P62834,Protein
Q9UBU3,Protein
Q9HAY2,Protein
P07858,Protein
Q9GZL8,Protein
Q86W34,Protein
Q5XG87,Protein
Q9Y2S2,Protein
Q6UWI4,Protein
Q9BVK6,Protein
P45880,Protein
Q5VUR7,Protein
A0A096LP55,Protein
A6NK75,Protein
P57768,Protein
P24534,Protein
Q9UBE0,Protein
O00559,Protein
Q96MU5,Protein
Q8NA54,Protein
P0CF97,Protein
Q9BSV6,Protein
P51172,Protein
A8MVW0,Protein
Q08289,Protein
Q9H208,Protein
A6NK97,Protein
Q2TBE0,Protein
Q96DR7,Protein
Q13275,Protein
Q8IVV7,Protein
Q5VW36,Protein
Q6PIU2,Protein
A6NI72,Protein
P40426,Protein
Q9UMY1,Protein
Q3B8N2,Protein
Q7Z628,Protein
Q6S8J7,Protein
P30101,Protein
Q99698,Protein
Q6P988,Protein
Q6ZTR6,Protein
Q8TBH0,Protein
Q9BV19,Protein
A0A075B6S5,Protein
Q9UGL1,Protein
P01877,Protein
Q9NS86,Protein
B1ANY3,Protein
P14174,Protein
Q9UI25,Protein
Q9UI54,Protein
Q9BVV2,Protein
Q8N3J6,Protein
Q9UN86,Protein
O43707,Protein
Q9BQS7,Protein
O95665,Protein
P00739,Protein
A0A075B6L6,Protein
Q5JTW2,Protein
Q93079,Protein
P02818,Protein
Q96HR8,Protein
P42345,Protein
P51788,Protein
A8MUX0,Protein
Q6P435,Protein
Q13485,Protein
P00352,Protein
Q8IUE0,Protein
O95140,Protein
Q9P003,Protein
P59046,Protein
P0DTU3,Protein
Q96G25,Protein
Q6PK18,Protein
Q6UWT4,Protein
Q13425,Protein
A0A1B0GVS7,Protein
P57739,Protein
B4DX44,Protein
Q01844,Protein
Q9H2G9,Protein
Q8ND04,Protein
Q8TD30,Protein
Q9NYH9,Protein
Q16778,Protein
Q96G75,Protein
Q9NYV4,Protein
Q8TCB6,Protein
Q96M85,Protein
Q9NP56,Protein
Q6ZYL4,Protein
Q9UM13,Protein
Q6PF05,Protein
A6NGB7,Protein
Q6ZN17,Protein
O95178,Protein
Q5EBM0,Protein
Q8N2G6,Protein
P47883,Protein
Q06203,Protein
P78337,Protein
Q16763,Protein
Q96EK9,Protein
Q00056,Protein
Q05084,Protein
P08754,Protein
Q8IYI8,Protein
P0DN37,Protein
Q9UHN1,Protein
Q9BZA7,Protein
A0A0B4J2H0,Protein
Q8N201,Protein
P63119,Protein
Q6NSI4,Protein
Q4ZG55,Protein
Q9UEE5,Protein
Q9NWH7,Protein
Q5VWG9,Protein
P50542,Protein
Q6IQ22,Protein
Q5VWK0,Protein
Q9BT23,Protein
O94812,Protein
O00110,Protein
P0CG13,Protein
P45974,Protein
Q99956,Protein
A0A0A6YYL3,Protein
Q9NVP4,Protein
Q9UMQ6,Protein
P0CL80,Protein
Q9BW72,Protein
P0C874,Protein
Q8N2Y8,Protein
Q8WUE5,Protein
Q8IZ02,Protein
A0A087X0K7,Protein
P0DPF5,Protein
P47974,Protein
O43924,Protein
O95876,Protein
P98153,Protein
Q8WVM8,Protein
O43526,Protein
Q9BWT7,Protein
O75884,Protein
Q8NET1,Protein
P21730,Protein
P0C5Z0,Protein
O14817,Protein
Q5JW98,Protein
Q9P2W3,Protein
Q96A49,Protein
P59551,Protein
Q9Y3Y2,Protein
O15482,Protein
P84090,Protein
Q5H9F3,Protein
Q9NYL5,Protein
Q147X3,Protein
P20382,Protein
Q9Y2T1,Protein
Q96H35,Protein
Q9Y5L5,Protein
P12004,Protein
O75019,Protein
P63098,Protein
Q9NZN8,Protein
Q8NHP7,Protein
P0DV77,Protein
P43080,Protein
Q8NH69,Protein
Q5TCX8,Protein
O15442,Protein
O60313,Protein
O14668,Protein
A1A5B4,Protein
Q7Z572,Protein
P08949,Protein
P48449,Protein
P23458,Protein
Q12851,Protein
Q7Z6Z6,Protein
A0A5B7,Protein
P05166,Protein
Q86XF0,Protein
P49802,Protein
Q99417,Protein
Q9H8Y1,Protein
Q6QHC5,Protein
O95456,Protein
Q86XK3,Protein
Q9H568,Protein
O76042,Protein
Q9Y376,Protein
Q8TDU5,Protein
Q3ZCX4,Protein
Q92769,Protein
P0C221,Protein
Q9BVR0,Protein
Q93015,Protein
Q9NX70,Protein
Q96QU8,Protein
Q68CK6,Protein
Q92521,Protein
Q9UKA9,Protein
Q9H9P2,Protein
Q5T3F8,Protein
Q9H9F9,Protein
Q8TDF6,Protein
Q6P1J9,Protein
P63267,Protein
Q8N9B4,Protein
Q05C16,Protein
P50443,Protein
Q5VV11,Protein
P49588,Protein
Q07866,Protein
P0CJ92,Protein
Q9BYN0,Protein
Q495B1,Protein
Q96IZ0,Protein
Q6IA86,Protein
Q86WK7,Protein
Q9ULM6,Protein
Q96C28,Protein
Q99590,Protein
Q8TED0,Protein
Q6P9G9,Protein
Q86YC2,Protein
Q8IYA7,Protein
O43660,Protein
P34820,Protein
Q13424,Protein
Q9NP60,Protein
O60732,Protein
Q14289,Protein
A0A3B3IT52,Protein
O15405,Protein
A6NEQ2,Protein
Q8N8Z6,Protein
Q8NB46,Protein
Q9BV35,Protein
Q5SRN2,Protein
A0A0A0MS15,Protein
Q8TBQ9,Protein
Q9NW08,Protein
Q9H8Q6,Protein
Q13117,Protein
Q6NV74,Protein
Q96PU4,Protein
Q8NC01,Protein
Q6EBC2,Protein
P25788,Protein
Q6P5Q4,Protein
Q5TGL8,Protein
Q13882,Protein
Q92186,Protein
P0DJD3,Protein
Q15047,Protein
Q9P242,Protein
Q9BZ23,Protein
Q96I76,Protein
Q8TDD2,Protein
Q92738,Protein
P62306,Protein
P00491,Protein
Q9P2M1,Protein
Q8NG06,Protein
Q16270,Protein
Q9HB75,Protein
Q8N414,Protein
P84077,Protein
Q8WV22,Protein
Q99877,Protein
A6NFH5,Protein
Q9UHV7,Protein
Q5W186,Protein
Q9Y6D0,Protein
Q9HC98,Protein
O00154,Protein
O94875,Protein
Q9Y4X0,Protein
P52569,Protein
Q96QD9,Protein
Q9UNY5,Protein
Q0VGL1,Protein
A8MWL6,Protein
Q01826,Protein
A6H8M9,Protein
O95069,Protein
Q8N7S2,Protein
Q9Y394,Protein
Q8WVC0,Protein
Q9NR50,Protein
P61970,Protein
Q86T24,Protein
O75074,Protein
Q99983,Protein
Q9NQ92,Protein
O95170,Protein
Q13829,Protein
Q7Z7N9,Protein
O60883,Protein
Q9H7Z6,Protein
Q96DB5,Protein
Q8N158,Protein
Q6ZT12,Protein
Q50LG9,Protein
P78417,Protein
Q8TCY5,Protein
Q5VT03,Protein
Q9UJD0,Protein
O43505,Protein
Q9Y4B4,Protein
Q8N6F1,Protein
Q96KP1,Protein
O60431,Protein
Q15293,Protein
Q9NQA3,Protein
Q16647,Protein
Q96HF1,Protein
P41247,Protein
P14209,Protein
Q86XJ0,Protein
Q96MT4,Protein
P0C623,Protein
Q9BVC4,Protein
Q66K66,Protein
Q9BW66,Protein
P25311,Protein
P78508,Protein
A4QPH2,Protein
Q14573,Protein
Q9H112,Protein
P01130,Protein
Q86X02,Protein
Q13316,Protein
Q1ZYL8,Protein
Q9H0F7,Protein
Q9H8S5,Protein
Q03692,Protein
P55851,Protein
P57086,Protein
P0C7T7,Protein
Q9C009,Protein
Q04844,Protein
Q8IWT6,Protein
Q9NPA2,Protein
O00743,Protein
P13378,Protein
Q5TAG4,Protein
Q9UDW1,Protein
Q8TDD1,Protein
P87889,Protein
Q96GX8,Protein
P01148,Protein
Q5HYC2,Protein
O14732,Protein
Q9H0H9,Protein
O14654,Protein
P43358,Protein
O60237,Protein
Q13422,Protein
Q6ZT89,Protein
O60543,Protein
P68036,Protein
Q9H082,Protein
P28698,Protein
Q0VAQ4,Protein
Q7Z5A9,Protein
Q92902,Protein
Q5T750,Protein
Q8IUI8,Protein
Q8WWB5,Protein
Q16881,Protein
Q8N0U2,Protein
P35869,Protein
Q9BWE0,Protein
Q5H9K5,Protein
Q6UVK1,Protein
Q9GZM8,Protein
Q2PPJ7,Protein
Q12873,Protein
Q9UG63,Protein
Q15735,Protein
P01718,Protein
P08708,Protein
O95084,Protein
Q8N819,Protein
P28347,Protein
Q7Z3Z4,Protein
Q9P2D6,Protein
Q8NI99,Protein
Q9BYG3,Protein
A6NMS7,Protein
Q9HAS0,Protein
O95861,Protein
Q9H694,Protein
Q5T7N8,Protein
P18206,Protein
Q9BY43,Protein
Q96M29,Protein
Q9NZ52,Protein
O60330,Protein
Q9UJT0,Protein
P22891,Protein
Q13308,Protein
Q96KF7,Protein
Q15743,Protein
Q5T2W1,Protein
Q9UMZ3,Protein
O95476,Protein
Q6ZRI8,Protein
Q9H1E1,Protein
Q9Y3C7,Protein
Q9H0E7,Protein
Q92696,Protein
P53675,Protein
Q96N95,Protein
Q5GH72,Protein
Q7Z2V1,Protein
Q3KRB8,Protein
Q9H0W8,Protein
Q8NCY6,Protein
Q8NGW1,Protein
A0A0C4DH59,Protein
Q01850,Protein
Q13884,Protein
A6NJW4,Protein
Q8TAP9,Protein
P16278,Protein
P20908,Protein
A0JD36,Protein
O60704,Protein
O95377,Protein
Q8N5C7,Protein
A0A1B0GTU1,Protein
P33981,Protein
Q9NT68,Protein
O95169,Protein
Q8TBK2,Protein
Q6AZY7,Protein
P53384,Protein
Q5J8M3,Protein
P25103,Protein
P11168,Protein
Q9HC57,Protein
P09228,Protein
Q86VW1,Protein
Q8IYM1,Protein
O14965,Protein
E5RJ46,Protein
A6NG13,Protein
P09871,Protein
P0CAT3,Protein
Q9ULZ2,Protein
Q6L9T8,Protein
Q9H422,Protein
P17213,Protein
P46779,Protein
Q96IV0,Protein
Q9BYV8,Protein
Q9P0V9,Protein
Q6PH85,Protein
P61421,Protein
Q0IIM8,Protein
P22362,Protein
A6NJV1,Protein
Q8N4L1,Protein
Q9H169,Protein
Q99972,Protein
P24593,Protein
Q8TBM7,Protein
P51460,Protein
Q6UXQ8,Protein
Q9UKL2,Protein
A8MTQ0,Protein
Q02505,Protein
Q9GZY4,Protein
Q07020,Protein
Q9H8W3,Protein
A0A1B0GTK5,Protein
Q9NZC3,Protein
Q96I99,Protein
Q3SY00,Protein
Q8N2I2,Protein
Q9UJV3,Protein
Q5T5J6,Protein
Q14990,Protein
Q8NFU0,Protein
Q8NGE5,Protein
Q495C1,Protein
Q08830,Protein
Q9H8Y8,Protein
P24941,Protein
P28067,Protein
Q9NPD5,Protein
Q96A28,Protein
O75964,Protein
P50440,Protein
Q96TA2,Protein
Q16873,Protein
Q5JNZ5,Protein
Q96F63,Protein
Q702N8,Protein
P05160,Protein
Q8N976,Protein
Q9C0I3,Protein
P21506,Protein
P00740,Protein
Q96SF2,Protein
Q12908,Protein
Q5SVZ6,Protein
Q9NP99,Protein
P28907,Protein
Q8TD43,Protein
P01574,Protein
P05161,Protein
Q9NV64,Protein
O75290,Protein
P29320,Protein
A6NMZ7,Protein
P10072,Protein
Q86UB2,Protein
Q9BV87,Protein
Q9H488,Protein
Q9NZP2,Protein
Q96KG9,Protein
Q9BRV3,Protein
O15498,Protein
P0DV73,Protein
P0C862,Protein
Q6ZVK8,Protein
Q01113,Protein
Q13868,Protein
Q96DN5,Protein
P20929,Protein
Q13614,Protein
Q9BVJ7,Protein
Q13163,Protein
Q6X9E4,Protein
P16104,Protein
Q8N7C4,Protein
P14151,Protein
P53396,Protein
Q7RTU1,Protein
Q13286,Protein
Q7RTW8,Protein
Q5JT82,Protein
Q99574,Protein
Q9UKL0,Protein
Q9Y316,Protein
Q96C01,Protein
Q00722,Protein
Q8N323,Protein
Q9NR19,Protein
P04054,Protein
Q5VVW2,Protein
Q12946,Protein
A6NLX3,Protein
P15863,Protein
O94854,Protein
Q13084,Protein
Q9BTM9,Protein
P49019,Protein
P32754,Protein
Q6YFQ2,Protein
P01563,Protein
Q9Y2F9,Protein
P28702,Protein
Q8N8S7,Protein
P57789,Protein
Q9UGI9,Protein
Q02161,Protein
Q8NF64,Protein
Q6ZW05,Protein
Q9H8X9,Protein
A6NM62,Protein
Q96MS3,Protein
A2RRL7,Protein
Q6ZNR0,Protein
Q9H0B8,Protein
Q9Y446,Protein
Q5W5W9,Protein
Q7RTS5,Protein
Q8WWM9,Protein
P50416,Protein
O75674,Protein
Q13239,Protein
P45973,Protein
Q9BU64,Protein
Q8IYR6,Protein
P36954,Protein
P42261,Protein
Q8TDZ2,Protein
Q86T29,Protein
Q8IX94,Protein
Q9C0B5,Protein
Q13137,Protein
P12544,Protein
P01100,Protein
Q60I27,Protein
Q9P0K9,Protein
Q8N4P6,Protein
Q9Y6S9,Protein
Q8TF30,Protein
Q9NYM4,Protein
Q8NAV2,Protein
A0A1B0GTR4,Protein
H3BRN8,Protein
Q86VH2,Protein
P82909,Protein
P53990,Protein
Q9UPN6,Protein
P47804,Protein
Q6N063,Protein
Q92551,Protein
P09603,Protein
Q6UY13,Protein
Q9H0V9,Protein
Q14694,Protein
Q70J99,Protein
Q5JS37,Protein
P47928,Protein
Q9P126,Protein
Q8NG85,Protein
Q9NX08,Protein
Q6UW78,Protein
Q6EEV4,Protein
P15259,Protein
B9A014,Protein
Q30KQ9,Protein
Q9C0K3,Protein
Q9Y5L4,Protein
Q96C12,Protein
O15492,Protein
Q8NHW4,Protein
Q6UX52,Protein
Q5T0F9,Protein
Q9UM11,Protein
A8MTY7,Protein
A6NNW6,Protein
Q8IYT2,Protein
Q99676,Protein
O75063,Protein
B2RV13,Protein
Q13214,Protein
Q96BY7,Protein
Q9NXG6,Protein
P55822,Protein
P51114,Protein
A0A0A0MT70,Protein
Q03591,Protein
Q6B0B8,Protein
Q8NHS2,Protein
Q8N3U4,Protein
Q7Z304,Protein
P47898,Protein
P01854,Protein
Q9NYW1,Protein
Q13867,Protein
P20292,Protein
Q6ZN84,Protein
P02775,Protein
Q58FF3,Protein
Q7Z699,Protein
O14842,Protein
Q6NSZ9,Protein
Q8NFF2,Protein
Q02978,Protein
Q9H5K3,Protein
Q96I15,Protein
Q9H1A7,Protein
Q92608,Protein
O43521,Protein
A1L168,Protein
Q6PI77,Protein
O43364,Protein
Q9UBY5,Protein
Q9H0R1,Protein
